System ID,Response Category ID,Item Normalized,Error Subcategory ID,Feedback
"PARQUES,CONSTANTS,dados,COMPONENT_AS_DATA,""Los dados son componentes, no informacion constante.,"""
PARQUES,VARIABLES,fichas,COMPONENT_AS_DATA,
PARQUES,CONSTANTS,mesa en que se juega,COMPONENT_AS_DATA,
PARQUES,COMPONENTS,carcel,OK,
PARQUES,COMPONENTS,fichas,OK,
PARQUES,COMPONENTS,peones,OK,
PARQUES,COMPONENTS,dados,OK,
PARQUES,COMPONENTS,dado,OK,
PARQUES,COMPONENTS,tablero,OK,
PARQUES,COMPONENTS,jugadores,OK,
PARQUES,COMPONENTS,meta,OK,
PARQUES,COMPONENTS,llegada,OK,
PARQUES,COMPONENTS,casillas,OK,
PARQUES,COMPONENTS,cuadros,OK,
PARQUES,CONSTANTS,caras dado,OK,
PARQUES,CONSTANTS,rango dado,OK,
PARQUES,CONSTANTS,numero fichas,OK,
PARQUES,CONSTANTS,numero casillas,OK,
PARQUES,CONSTANTS,maximo jugadores,OK,
PARQUES,CONSTANTS,capacidad jugadores,OK,
PARQUES,VARIABLES,tiros necesarios,OK,
PARQUES,VARIABLES,veces carcel,OK,
PARQUES,VARIABLES,cantidad desplazamiento,OK,
PARQUES,VARIABLES,cantidad jugadores,OK,
PARQUES,VARIABLES,fichas restantes jugador,OK,
PARQUES,VARIABLES,numero saltos,OK,
PARQUES,VARIABLES,puestos llegada,OK,
PARQUES,VARIABLES,primer jugador,OK,
PARQUES,VARIABLES,ultimo jugador,OK,
"PARQUES,CONSTANTS,tablero,COMPONENT_AS_DATA,""El tablero es un componente del sistema, no una constante.,"""
"PARQUES,CONSTANTS,total espacios restantes recorrer,VARIABLE_AS_CONSTANT,""Cada vez que alguien avanza, ese total de espacios restantes por recorrer debe cambiar.,"""
PARQUES,COMPONENTS,estrategias,NON_ESSENTIAL_ABSTRACTION,
"PUNTO_COVID,CONSTANTS,codigo numero id,NON_ESSENTIAL_ABSTRACTION,""Las jeringas no tienen id.,"""
PUNTO_COVID,VARIABLES,estado persona,OK,
"PUNTO_COVID,CONSTANTS,autorizacion vacuna,NON_ESSENTIAL_ABSTRACTION,""Esto no es relevante para la abstraccion.,"""
"PUNTO_COVID,VARIABLES,edad usuario,CONSTANT_AS_VARIABLE,""Las edades entre los usuarios son diferentes. Pero la edad para un usuario permanece igual, es una constante.,"""
"PUNTO_COVID,VARIABLES,validez usuario,CONSTANT_AS_VARIABLE,""Así como lo describes, la valides de cada usuario cambia entre ellos, pero siempre es la misma para el usuario.,"""
PUNTO_COVID,COMPONENTS,personas,OK,
PUNTO_COVID,COMPONENTS,vacunas,OK,
PUNTO_COVID,COMPONENTS,vacunadores,OK,
PUNTO_COVID,COMPONENTS,mesas vacunacion,OK,
PUNTO_COVID,COMPONENTS,jeringas,OK,
PUNTO_COVID,COMPONENTS,registros,OK,
PUNTO_COVID,COMPONENTS,areas espera,OK,
PUNTO_COVID,COMPONENTS,refrigeracion,OK,
PUNTO_COVID,CONSTANTS,tipo vacuna,OK,
PUNTO_COVID,CONSTANTS,dosis requeridas,OK,
PUNTO_COVID,CONSTANTS,intervalo dosis,OK,
PUNTO_COVID,CONSTANTS,temperatura vacuna,OK,
PUNTO_COVID,CONSTANTS,capacidad mesas,OK,
PUNTO_COVID,CONSTANTS,horario atencion,OK,
PUNTO_COVID,CONSTANTS,ubicacion punto,OK,
PUNTO_COVID,CONSTANTS,lote vacuna,OK,
PUNTO_COVID,CONSTANTS,total tiempo espera,OK,
PUNTO_COVID,CONSTANTS,mesa asignada,OK,
PUNTO_COVID,CONSTANTS,vacunador asignado,OK,
PUNTO_COVID,VARIABLES,sintomas medicos,OK,
PUNTO_COVID,VARIABLES,personas atendidas,OK,
PUNTO_COVID,VARIABLES,personas espera,OK,
PUNTO_COVID,VARIABLES,dosis aplicadas,OK,
PUNTO_COVID,VARIABLES,vacunas disponibles,OK,
"PUNTO_COVID,CONSTANTS,listado personal,COMPONENT_AS_DATA,""Esto no es un dato, no es variable ni constante.,"""
SALON,COMPONENTS,profesor,OK,
"SALON,CONSTANTS,tarro basura,COMPONENT_AS_DATA,""Esto sería un componente, y no es esencial para el sistema.,"""
SALON,COMPONENTS,material,OK,
SALON,COMPONENTS,materia,OK,
SALON,COMPONENTS,pupitres,OK,
SALON,COMPONENTS,tablero,OK,
SALON,COMPONENTS,utiles escolares,OK,
SALON,COMPONENTS,sillas,OK,
SALON,COMPONENTS,computador,OK,
SALON,COMPONENTS,proyector,OK,
SALON,CONSTANTS,horario clase,OK,
SALON,CONSTANTS,duracion clase,OK,
SALON,CONSTANTS,tema clase,OK,
SALON,CONSTANTS,profesor asignado,OK,
SALON,CONSTANTS,materia asignada,OK,
SALON,VARIABLES,numero materiales,OK,
SALON,VARIABLES,numero estudiantes,OK,
SALON,VARIABLES,asistencia actual,OK,
SALON,VARIABLES,actividad actual,OK,
SALON,VARIABLES,estado clase,OK,
SALON,CONSTANTS,capacidad maxima,OK,
SALON,CONSTANTS,cantidad pupitres,OK,
SALON,CONSTANTS,cantidad sillas,OK,
SALON,CONSTANTS,cantidad tableros,OK,
SALON,CONSTANTS,dimensiones salon,OK,
SALON,CONSTANTS,area salon,OK,
SALON,CONSTANTS,tipo tablero,OK,
SALON,CONSTANTS,disposicion pupitres,OK,
SALON,CONSTANTS,nivel educativo,OK,
SALON,VARIABLES,alumnos salon,OK,
SALON,VARIABLES,alumnos dia,OK,
SALON,VARIABLES,alumnos sentados,OK,
SALON,VARIABLES,alumnos pie,OK,
SALON,VARIABLES,tiempo jornada,OK,
SALON,VARIABLES,asistencia porcentaje,OK,
SALON,VARIABLES,actividad progreso,OK,
SALON,VARIABLES,ruido ambiente,OK,
SALON,VARIABLES,temperatura aula,OK,
"SALON,VARIABLES, informacion o temas que da profesor,DATA_AS_COMPONENT,""Cuando se habla de constantes y variables se está hablando de información sobre los componentes,"""
SALON,VARIABLES,mesas,COMPONENT_AS_DATA,
SALON,VARIABLES,sillas,COMPONENT_AS_DATA,
"SALON,VARIABLES,estudiantes,DATA_AS_COMPONENT,""Los estudiantes son componentes. Si pones algo en componentes no deben de repetirse en variables o constantes.,"""
SALON,VARIABLES,calidad salon,NON_ESSENTIAL_ABSTRACTION,
"SALON,CONSTANTS,horario clases,NON_ESSENTIAL_ABSTRACTION,""Esto es un componente que no hace parte del salón de clase.,"""
"SALON,COMPONENTS,uniformes,NON_ESSENTIAL_ABSTRACTION,""Esto es un componente que usan los estudiantes, no algo propio del salón.,"""
SALON,COMPONENTS,manera didactica,NON_ESSENTIAL_ABSTRACTION,
SALON,CONSTANTS,lockers,COMPONENT_AS_DATA,
"SALON,CONSTANTS,salon clase,COMPONENT_AS_DATA,""Este es el sistema completo. No es una constante o variable porque no da información. No es un componente porque no es una parte concreta del salón.,"""
"SALON,COMPONENTS,comunicacion,NON_ESSENTIAL_ABSTRACTION,""La comunicacion no hace parte de un salon, es algo que utilizan las personas,"""
SALON,COMPONENTS,valores,NON_ESSENTIAL_ABSTRACTION,
"SALON,COMPONENTS,respeto,NON_ESSENTIAL_ABSTRACTION,""El respeto no hace parte del salon. Las personas poseen el valor del respeto,"""
"SALON,COMPONENTS,horario,NON_ESSENTIAL_ABSTRACTION,""El horario no es un elemento presene en el salon,"""
"SALON,CONSTANTS, clase,COMPONENT_AS_DATA,""Esto es un componente,"""
"SALON,CONSTANTS, reglas,NON_ESSENTIAL_ABSTRACTION,""Las reglas no son un componente, ni una variable, ni una constante. No hacen parte del sistema,"""
"SALON,VARIABLES, profesores,DATA_AS_COMPONENT,""Los profesores son un componente. Las variables son información acerca de los componentes que cambia a través del tiempo, por ejemplo: la cantidad de profesores que hay presentes en el salón,"""
"SALON,VARIABLES,profesores,DATA_AS_COMPONENT,""Los profesores son componente porque no me dan ninguna información variable. Un ejemplo: El cielo es un componente de algún sistema, el color del cielo es INFORMACIÓN acerca del componente.,"""
"SALON,CONSTANTS,paredes salon,COMPONENT_AS_DATA,""Esto no brinda información acerca de los componentes del sistema.,"""
"SALON,CONSTANTS,salon,COMPONENT_AS_DATA,""Este es el sistema completo. No da información.,"""
"SALON,CONSTANTS,estudiantes,DATA_AS_COMPONENT,""Los estudiantes son componentes. Si pones algo en componentes no deben de repetirse en variables o constantes.,"""
SALON,VARIABLES,profesor,COMPONENT_AS_DATA,
SALON,COMPONENTS,estudiantes,OK,
